INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT
30665	3	伤害	StdImpact003	0	1001	-1	30665	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30666	3	伤害	StdImpact003	0	1001	-1	30666	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30667	3	伤害	StdImpact003	0	1001	-1	30667	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30668	3	伤害	StdImpact003	0	1001	-1	30668	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30669	3	伤害	StdImpact003	0	1001	-1	30669	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30670	3	伤害	StdImpact003	0	1001	-1	30670	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
########	########	########	########	########	########	########																																																									
																																																															
########	技能1115	########	30701---30750		########	########																																																									
30701																																																															
30702																																																															
30703																																																															
30704																																																															
30705																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1116	########	30751---30800		########	########																																																									
30751																																																															
30752																																																															
30753																																																															
30754																																																															
30755																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1117	########	30801---30850		########	########																																																									
30801																																																															
30802																																																															
30803																																																															
30804																																																															
30805																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1118	########	30851---30900		########	########																																																									
30851																																																															
30852																																																															
30853																																																															
30854																																																															
30855																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1119	########	30901---30950		########	########																																																									
30901																																																															
30902																																																															
30903																																																															
30904																																																															
30905																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1120	########	30951---31000		########	########																																																									
30951																																																															
30952																																																															
30953																																																															
30954																																																															
30955																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	########	########	########	########																																																											
########	医药王技	31001---32000		########																																																											
########	########	########	########	########																																																											
																																																															
########	技能1201	########	31001---31050		########	########																																																									
31001																																																															
31002																																																															
31003																																																															
31004																																																															
31005																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1202	########	31051---31100		########	########																																																									
31051	3	伤害	StdImpact003	0	1001	-1	31051	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	100	水伤害	0	火伤害	0	土伤害	0																					
31052	3	伤害	StdImpact003	0	1001	-1	31052	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	100	水伤害	0	火伤害	0	土伤害	0																					
31053	3	伤害	StdImpact003	0	1001	-1	31053	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	100	水伤害	0	火伤害	0	土伤害	0																					
