INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	STRING	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT
11295		-1	6级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11295	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11296		-1	7级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11296	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11297		-1	8级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11297	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11298		-1	9级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11298	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11299		-1	10级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11299	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11300		100	1级魔群杀	马	提高马匹移动速度10%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11300	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11301		100	2级魔群杀	马	提高马匹移动速度20%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11301	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11302		100	3级魔群杀	马	提高马匹移动速度30%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11302	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11303		100	4级魔群杀	马	提高马匹移动速度40%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11303	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11304		100	5级魔群杀	马	提高马匹移动速度50%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11304	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11305		100	6级魔群杀	马	提高马匹移动速度60%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11305	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11306		100	7级魔群杀	马	提高马匹移动速度70%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11306	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11307		100	8级魔群杀	马	提高马匹移动速度80%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11307	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11308		100	9级魔群杀	马	提高马匹移动速度90%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11308	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11309		100	10级魔群杀	马	提高马匹移动速度100%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	118		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11309	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11310		-1	1级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11310	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11311		-1	2级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11311	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11312		-1	3级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11312	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11313		-1	4级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11313	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11314		-1	5级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11314	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11315		-1	6级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11316		-1	7级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11316	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11317		-1	8级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11317	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11318		-1	9级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11318	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11319		-1	10级魔群杀	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	119		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11319	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11320		-1	1级回复buff	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	120		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11320	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11321		-1	2级回复buff	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	120		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11321	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
